圏域,カード種別,【入場】圏域,【入場】事業者名,【入場】路線名,【入場】駅名,【入場】都道府県,【入場】市町村区,【入場】時間帯,【出場】圏域,【出場】事業者名,【出場】路線名,【出場】駅名,【出場】都道府県,【出場】市町村区,所要時間（５分単位）,人数
1.首都圏,pasmo,1.首都圏,東京地下鉄,日比谷線,北千住,東京都,足立区,15,1.首都圏,東京地下鉄,半蔵門線,神保町,東京都,千代田区,0,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,有楽町線,市ケ谷,東京都,新宿区,23,1.首都圏,東京地下鉄,有楽町線,要町,東京都,豊島区,25,2
1.首都圏,ICOCA,1.首都圏,東京地下鉄,銀座線,日本橋,東京都,中央区,9,1.首都圏,東京地下鉄,丸ノ内線（１）,大手町,東京都,千代田区,15,1
1.首都圏,manaca,1.首都圏,東京地下鉄,日比谷線,神谷町,東京都,港区,17,1.首都圏,東京地下鉄,有楽町線,市ケ谷,東京都,新宿区,30,1
1.首都圏,Suica,1.首都圏,東京地下鉄,千代田線,千駄木,東京都,文京区,15,1.首都圏,東京地下鉄,千代田線,千駄木,東京都,文京区,100,2
1.首都圏,pasmo,1.首都圏,東京地下鉄,東西線,南砂町,東京都,江東区,23,1.首都圏,東京地下鉄,日比谷線,茅場町,東京都,中央区,40,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,有楽町線,永田町,東京都,千代田区,11,1.首都圏,東京地下鉄,有楽町線,麹町,東京都,千代田区,10,2
1.首都圏,manaca,1.首都圏,東京地下鉄,千代田線,明治神宮前,東京都,渋谷区,12,1.首都圏,東京地下鉄,日比谷線,中目黒,東京都,目黒区,20,3
1.首都圏,pasmo,1.首都圏,東京地下鉄,丸ノ内線（１）,大手町,東京都,千代田区,7,1.首都圏,東京地下鉄,丸ノ内線（２）,方南町,東京都,杉並区,45,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,千代田線,新御茶ノ水,東京都,千代田区,19,1.首都圏,東京地下鉄,千代田線,西日暮里,東京都,荒川区,25,1
1.首都圏,Suica,1.首都圏,東京地下鉄,半蔵門線,住吉,東京都,江東区,13,1.首都圏,東京地下鉄,千代田線,二重橋前,東京都,千代田区,25,1
1.首都圏,Suica,1.首都圏,東京地下鉄,南北線,麻布十番,東京都,港区,13,1.首都圏,東京地下鉄,銀座線,神田,東京都,千代田区,40,1
1.首都圏,Suica,1.首都圏,東京地下鉄,丸ノ内線（１）,池袋,東京都,豊島区,20,1.首都圏,東京地下鉄,丸ノ内線（１）,淡路町,東京都,千代田区,20,32
1.首都圏,pasmo,1.首都圏,東京地下鉄,有楽町線,市ケ谷,東京都,新宿区,15,1.首都圏,東京地下鉄,南北線,白金台,東京都,港区,30,5
1.首都圏,Suica,1.首都圏,東京地下鉄,東西線,南砂町,東京都,江東区,6,1.首都圏,東京地下鉄,東西線,葛西,東京都,江戸川区,10,12
1.首都圏,pasmo,1.首都圏,東京地下鉄,日比谷線,茅場町,東京都,中央区,23,1.首都圏,東京地下鉄,日比谷線,東銀座,東京都,中央区,15,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,有楽町線,地下鉄成増,東京都,板橋区,8,1.首都圏,東京地下鉄,銀座線,渋谷,東京都,渋谷区,60,1
1.首都圏,Suica,1.首都圏,東京地下鉄,半蔵門線,神保町,東京都,千代田区,14,1.首都圏,東京地下鉄,銀座線,表参道,東京都,港区,50,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,丸ノ内線（１）,四谷三丁目,東京都,新宿区,14,1.首都圏,東京地下鉄,丸ノ内線（１）,新宿三丁目,東京都,新宿区,10,26
1.首都圏,pasmo,1.首都圏,東京地下鉄,日比谷線,北千住,東京都,足立区,20,1.首都圏,東京地下鉄,千代田線,明治神宮前,東京都,渋谷区,70,1
1.首都圏,Suica,1.首都圏,東京地下鉄,有楽町線,江戸川橋,東京都,文京区,12,1.首都圏,東京地下鉄,銀座線,青山一丁目,東京都,港区,20,3
1.首都圏,Suica,1.首都圏,東京地下鉄,南北線,駒込,東京都,豊島区,21,1.首都圏,東京地下鉄,南北線,志茂,東京都,北区,15,6
1.首都圏,pasmo,1.首都圏,東京地下鉄,南北線,本駒込,東京都,文京区,7,1.首都圏,東京地下鉄,有楽町線,豊洲,東京都,江東区,40,4
1.首都圏,Suica,1.首都圏,東京地下鉄,有楽町線,市ケ谷,東京都,新宿区,8,1.首都圏,東京地下鉄,銀座線,表参道,東京都,港区,15,3
1.首都圏,pasmo,1.首都圏,東京地下鉄,半蔵門線,水天宮前,東京都,中央区,19,1.首都圏,東京地下鉄,千代田線,代々木上原,東京都,渋谷区,50,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,丸ノ内線（１）,池袋,東京都,豊島区,7,1.首都圏,東京地下鉄,有楽町線,市ケ谷,東京都,新宿区,55,1
1.首都圏,Suica,1.首都圏,東京地下鉄,東西線,九段下,東京都,千代田区,12,1.首都圏,東京地下鉄,東西線,高田馬場,東京都,新宿区,15,10
1.首都圏,pasmo,1.首都圏,東京地下鉄,東西線,東陽町,東京都,江東区,18,1.首都圏,東京地下鉄,東西線,中野,東京都,中野区,40,3
1.首都圏,Suica,1.首都圏,東京地下鉄,丸ノ内線（１）,中野坂上,東京都,中野区,20,1.首都圏,東京地下鉄,丸ノ内線（２）,方南町,東京都,杉並区,10,13
1.首都圏,pasmo,1.首都圏,東京地下鉄,銀座線,京橋,東京都,中央区,19,1.首都圏,東京地下鉄,銀座線,上野広小路,東京都,台東区,40,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,千代田線,新御茶ノ水,東京都,千代田区,15,1.首都圏,東京地下鉄,銀座線,三越前,東京都,中央区,0,1
1.首都圏,Suica,1.首都圏,東京地下鉄,千代田線,根津,東京都,文京区,9,1.首都圏,東京地下鉄,千代田線,新御茶ノ水,東京都,千代田区,20,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,日比谷線,日比谷,東京都,千代田区,18,1.首都圏,東京地下鉄,千代田線,根津,東京都,文京区,20,3
1.首都圏,Suica,1.首都圏,東京地下鉄,半蔵門線,錦糸町,東京都,墨田区,14,1.首都圏,東京地下鉄,有楽町線,永田町,東京都,千代田区,0,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,丸ノ内線（１）,御茶ノ水,東京都,千代田区,15,1.首都圏,東京地下鉄,丸ノ内線（１）,新宿三丁目,東京都,新宿区,25,2
1.首都圏,pasmo,1.首都圏,東京地下鉄,銀座線,神田,東京都,千代田区,13,1.首都圏,東京地下鉄,銀座線,稲荷町,東京都,台東区,15,2
1.首都圏,manaca,1.首都圏,東京地下鉄,有楽町線,永田町,東京都,千代田区,16,1.首都圏,東京地下鉄,有楽町線,有楽町,東京都,千代田区,10,2
1.首都圏,pasmo,1.首都圏,東京地下鉄,日比谷線,北千住,東京都,足立区,5,1.首都圏,東京地下鉄,千代田線,新御茶ノ水,東京都,千代田区,20,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,有楽町線,要町,東京都,豊島区,11,1.首都圏,東京地下鉄,有楽町線,麹町,東京都,千代田区,20,1
1.首都圏,manaca,1.首都圏,東京地下鉄,丸ノ内線（１）,荻窪,東京都,杉並区,9,1.首都圏,東京地下鉄,銀座線,青山一丁目,東京都,港区,35,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,日比谷線,日比谷,東京都,千代田区,23,1.首都圏,東京地下鉄,東西線,南砂町,東京都,江東区,25,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,銀座線,神田,東京都,千代田区,11,1.首都圏,東京地下鉄,銀座線,銀座,東京都,中央区,20,1
1.首都圏,Suica,1.首都圏,東京地下鉄,丸ノ内線（１）,新宿御苑前,東京都,新宿区,16,1.首都圏,東京地下鉄,銀座線,銀座,東京都,中央区,15,5
1.首都圏,pasmo,1.首都圏,東京地下鉄,銀座線,日本橋,東京都,中央区,11,1.首都圏,東京地下鉄,日比谷線,広尾,東京都,港区,0,5
1.首都圏,ICOCA,1.首都圏,東京地下鉄,銀座線,浅草,東京都,台東区,10,1.首都圏,東京地下鉄,東西線,門前仲町,東京都,江東区,30,1
1.首都圏,Suica,1.首都圏,東京地下鉄,銀座線,日本橋,東京都,中央区,19,1.首都圏,東京地下鉄,銀座線,田原町,東京都,台東区,15,3
1.首都圏,Suica,1.首都圏,東京地下鉄,有楽町線,江戸川橋,東京都,文京区,9,1.首都圏,東京地下鉄,南北線,東大前,東京都,文京区,15,2
1.首都圏,pasmo,1.首都圏,東京地下鉄,南北線,麻布十番,東京都,港区,14,1.首都圏,東京地下鉄,南北線,駒込,東京都,豊島区,25,1
1.首都圏,Suica,1.首都圏,東京地下鉄,丸ノ内線（１）,池袋,東京都,豊島区,12,1.首都圏,東京地下鉄,有楽町線,新木場,東京都,江東区,40,24
1.首都圏,pasmo,1.首都圏,東京地下鉄,丸ノ内線（１）,荻窪,東京都,杉並区,7,1.首都圏,東京地下鉄,銀座線,新橋,東京都,港区,45,2
1.首都圏,Suica,1.首都圏,東京地下鉄,南北線,麻布十番,東京都,港区,16,1.首都圏,東京地下鉄,丸ノ内線（１）,東高円寺,東京都,杉並区,40,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,南北線,駒込,東京都,豊島区,21,1.首都圏,東京地下鉄,有楽町線,市ケ谷,東京都,新宿区,20,3
1.首都圏,Suica,1.首都圏,東京地下鉄,銀座線,溜池山王,東京都,千代田区,13,1.首都圏,東京地下鉄,丸ノ内線（１）,東京,東京都,千代田区,20,4
1.首都圏,Suica,1.首都圏,東京地下鉄,日比谷線,六本木,東京都,港区,17,1.首都圏,東京地下鉄,丸ノ内線（１）,本郷三丁目,東京都,文京区,30,1
1.首都圏,Suica,1.首都圏,東京地下鉄,有楽町線,小竹向原,東京都,練馬区,11,1.首都圏,東京地下鉄,有楽町線,新富町,東京都,中央区,40,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,半蔵門線,清澄白河,東京都,江東区,12,1.首都圏,東京地下鉄,半蔵門線,押上,東京都,墨田区,15,15
1.首都圏,pasmo,1.首都圏,東京地下鉄,千代田線,西日暮里,東京都,荒川区,16,1.首都圏,東京地下鉄,銀座線,銀座,東京都,中央区,20,1
1.首都圏,Suica,1.首都圏,東京地下鉄,有楽町線,要町,東京都,豊島区,19,1.首都圏,東京地下鉄,東西線,飯田橋,東京都,千代田区,20,4
1.首都圏,pasmo,1.首都圏,東京地下鉄,日比谷線,人形町,東京都,中央区,13,1.首都圏,東京地下鉄,丸ノ内線（１）,霞ケ関,東京都,千代田区,25,1
1.首都圏,Suica,1.首都圏,東京地下鉄,丸ノ内線（１）,新高円寺,東京都,杉並区,7,1.首都圏,東京地下鉄,銀座線,溜池山王,東京都,千代田区,30,3
1.首都圏,pasmo,1.首都圏,東京地下鉄,丸ノ内線（１）,新中野,東京都,中野区,11,1.首都圏,東京地下鉄,丸ノ内線（１）,新宿,東京都,新宿区,30,1
1.首都圏,Suica,1.首都圏,東京地下鉄,丸ノ内線（１）,南阿佐ケ谷,東京都,杉並区,7,1.首都圏,東京地下鉄,銀座線,日本橋,東京都,中央区,40,1
1.首都圏,ICOCA,1.首都圏,東京地下鉄,丸ノ内線（１）,新高円寺,東京都,杉並区,9,1.首都圏,東京地下鉄,千代田線,赤坂,東京都,港区,35,1
1.首都圏,Suica,1.首都圏,東京地下鉄,南北線,王子,東京都,北区,8,1.首都圏,東京地下鉄,銀座線,外苑前,東京都,港区,40,1
1.首都圏,Suica,1.首都圏,東京地下鉄,銀座線,日本橋,東京都,中央区,19,1.首都圏,東京地下鉄,東西線,門前仲町,東京都,江東区,40,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,銀座線,虎ノ門,東京都,港区,23,1.首都圏,東京地下鉄,有楽町線,要町,東京都,豊島区,40,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,有楽町線,平和台,東京都,練馬区,9,1.首都圏,東京地下鉄,南北線,六本木一丁目,東京都,港区,50,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,日比谷線,南千住,東京都,荒川区,13,1.首都圏,東京地下鉄,半蔵門線,錦糸町,東京都,墨田区,75,1
1.首都圏,Suica,1.首都圏,東京地下鉄,丸ノ内線（１）,池袋,東京都,豊島区,15,1.首都圏,東京地下鉄,半蔵門線,半蔵門,東京都,千代田区,25,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,東西線,高田馬場,東京都,新宿区,16,1.首都圏,東京地下鉄,東西線,早稲田,東京都,新宿区,5,25
1.首都圏,Suica,1.首都圏,東京地下鉄,丸ノ内線（１）,新宿御苑前,東京都,新宿区,18,1.首都圏,東京地下鉄,日比谷線,茅場町,東京都,中央区,30,1
1.首都圏,Suica,1.首都圏,東京地下鉄,有楽町線,麹町,東京都,千代田区,9,1.首都圏,東京地下鉄,銀座線,表参道,東京都,港区,20,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,日比谷線,北千住,東京都,足立区,19,1.首都圏,東京地下鉄,千代田線,乃木坂,東京都,港区,40,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,丸ノ内線（１）,中野坂上,東京都,中野区,5,1.首都圏,東京地下鉄,丸ノ内線（１）,新中野,東京都,中野区,15,1
1.首都圏,Suica,1.首都圏,東京地下鉄,千代田線,乃木坂,東京都,港区,18,1.首都圏,東京地下鉄,銀座線,渋谷,東京都,渋谷区,15,7
1.首都圏,Suica,1.首都圏,東京地下鉄,日比谷線,八丁堀,東京都,中央区,18,1.首都圏,東京地下鉄,銀座線,末広町,東京都,千代田区,20,2
1.首都圏,pasmo,1.首都圏,東京地下鉄,銀座線,三越前,東京都,中央区,16,1.首都圏,東京地下鉄,東西線,竹橋,東京都,千代田区,30,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,丸ノ内線（１）,中野坂上,東京都,中野区,11,1.首都圏,東京地下鉄,丸ノ内線（１）,淡路町,東京都,千代田区,30,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,東西線,九段下,東京都,千代田区,14,1.首都圏,東京地下鉄,銀座線,日本橋,東京都,中央区,15,4
1.首都圏,Suica,1.首都圏,東京地下鉄,銀座線,溜池山王,東京都,千代田区,20,1.首都圏,東京地下鉄,南北線,目黒,東京都,品川区,30,2
1.首都圏,pasmo,1.首都圏,東京地下鉄,有楽町線,平和台,東京都,練馬区,20,1.首都圏,東京地下鉄,有楽町線,東池袋,東京都,豊島区,35,1
1.首都圏,Suica,1.首都圏,東京地下鉄,日比谷線,日比谷,東京都,千代田区,17,1.首都圏,東京地下鉄,千代田線,代々木上原,東京都,渋谷区,20,6
1.首都圏,pasmo,1.首都圏,東京地下鉄,丸ノ内線（１）,霞ケ関,東京都,千代田区,22,1.首都圏,東京地下鉄,千代田線,湯島,東京都,文京区,15,2
1.首都圏,Suica,1.首都圏,東京地下鉄,丸ノ内線（２）,中野富士見町,東京都,中野区,12,1.首都圏,東京地下鉄,銀座線,虎ノ門,東京都,港区,35,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,銀座線,赤坂見附,東京都,港区,21,1.首都圏,東京地下鉄,東西線,九段下,東京都,千代田区,40,2
1.首都圏,pasmo,1.首都圏,東京地下鉄,丸ノ内線（１）,四谷三丁目,東京都,新宿区,16,1.首都圏,東京地下鉄,丸ノ内線（１）,新宿三丁目,東京都,新宿区,10,24
1.首都圏,pasmo,1.首都圏,東京地下鉄,日比谷線,八丁堀,東京都,中央区,8,1.首都圏,東京地下鉄,東西線,早稲田,東京都,新宿区,25,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,丸ノ内線（２）,方南町,東京都,杉並区,10,1.首都圏,東京地下鉄,日比谷線,神谷町,東京都,港区,40,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,日比谷線,東銀座,東京都,中央区,5,1.首都圏,東京地下鉄,日比谷線,虎ノ門ヒルズ,東京都,港区,15,2
1.首都圏,Suica,1.首都圏,東京地下鉄,副都心線,西早稲田,東京都,新宿区,20,1.首都圏,東京地下鉄,副都心線,雑司が谷,東京都,豊島区,15,2
1.首都圏,pasmo,1.首都圏,東京地下鉄,日比谷線,茅場町,東京都,中央区,13,1.首都圏,東京地下鉄,日比谷線,小伝馬町,東京都,中央区,10,6
1.首都圏,Suica,1.首都圏,東京地下鉄,副都心線,西早稲田,東京都,新宿区,18,1.首都圏,東京地下鉄,丸ノ内線（１）,新宿三丁目,東京都,新宿区,10,11
1.首都圏,pasmo,1.首都圏,東京地下鉄,東西線,行徳,千葉県,市川市,14,1.首都圏,東京地下鉄,丸ノ内線（１）,大手町,東京都,千代田区,35,6
1.首都圏,Suica,1.首都圏,東京地下鉄,日比谷線,東銀座,東京都,中央区,17,1.首都圏,東京地下鉄,丸ノ内線（１）,大手町,東京都,千代田区,15,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,南北線,駒込,東京都,豊島区,19,1.首都圏,東京地下鉄,南北線,白金高輪,東京都,港区,30,1
1.首都圏,Suica,1.首都圏,東京地下鉄,丸ノ内線（１）,中野坂上,東京都,中野区,20,1.首都圏,東京地下鉄,銀座線,渋谷,東京都,渋谷区,25,1
1.首都圏,Suica,1.首都圏,東京地下鉄,東西線,西葛西,東京都,江戸川区,13,1.首都圏,東京地下鉄,東西線,高田馬場,東京都,新宿区,35,3
1.首都圏,pasmo,1.首都圏,東京地下鉄,銀座線,銀座,東京都,中央区,19,1.首都圏,東京地下鉄,東西線,浦安,千葉県,浦安市,30,3
1.首都圏,pasmo,1.首都圏,東京地下鉄,東西線,九段下,東京都,千代田区,17,1.首都圏,東京地下鉄,日比谷線,北千住,東京都,足立区,60,1
1.首都圏,Suica,1.首都圏,東京地下鉄,日比谷線,茅場町,東京都,中央区,9,1.首都圏,東京地下鉄,銀座線,京橋,東京都,中央区,10,4
1.首都圏,pasmo,1.首都圏,東京地下鉄,銀座線,新橋,東京都,港区,17,1.首都圏,東京地下鉄,銀座線,渋谷,東京都,渋谷区,40,3
1.首都圏,pasmo,1.首都圏,東京地下鉄,千代田線,西日暮里,東京都,荒川区,15,1.首都圏,東京地下鉄,東西線,九段下,東京都,千代田区,30,2
1.首都圏,Suica,1.首都圏,東京地下鉄,丸ノ内線（１）,後楽園,東京都,文京区,5,1.首都圏,東京地下鉄,有楽町線,市ケ谷,東京都,新宿区,20,1
1.首都圏,Suica,1.首都圏,東京地下鉄,丸ノ内線（１）,東京,東京都,千代田区,6,1.首都圏,東京地下鉄,丸ノ内線（１）,国会議事堂前,東京都,千代田区,25,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,銀座線,赤坂見附,東京都,港区,18,1.首都圏,東京地下鉄,丸ノ内線（１）,淡路町,東京都,千代田区,15,6
1.首都圏,Suica,1.首都圏,東京地下鉄,有楽町線,麹町,東京都,千代田区,7,1.首都圏,東京地下鉄,丸ノ内線（１）,池袋,東京都,豊島区,20,9
1.首都圏,pasmo,1.首都圏,東京地下鉄,日比谷線,茅場町,東京都,中央区,15,1.首都圏,東京地下鉄,千代田線,千駄木,東京都,文京区,25,3
1.首都圏,Suica,1.首都圏,東京地下鉄,丸ノ内線（１）,大手町,東京都,千代田区,20,1.首都圏,東京地下鉄,丸ノ内線（１）,茗荷谷,東京都,文京区,30,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,東西線,木場,東京都,江東区,20,1.首都圏,東京地下鉄,東西線,飯田橋,東京都,千代田区,70,1
1.首都圏,ICOCA,1.首都圏,東京地下鉄,銀座線,新橋,東京都,港区,17,1.首都圏,東京地下鉄,銀座線,虎ノ門,東京都,港区,5,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,有楽町線,要町,東京都,豊島区,11,1.首都圏,東京地下鉄,千代田線,明治神宮前,東京都,渋谷区,30,2
1.首都圏,pasmo,1.首都圏,東京地下鉄,日比谷線,中目黒,東京都,目黒区,15,1.首都圏,東京地下鉄,半蔵門線,清澄白河,東京都,江東区,0,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,銀座線,上野,東京都,台東区,13,1.首都圏,東京地下鉄,銀座線,渋谷,東京都,渋谷区,40,2
1.首都圏,Suica,1.首都圏,東京地下鉄,銀座線,銀座,東京都,中央区,11,1.首都圏,東京地下鉄,銀座線,渋谷,東京都,渋谷区,40,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,東西線,落合,東京都,新宿区,14,1.首都圏,東京地下鉄,東西線,原木中山,千葉県,船橋市,60,1
1.首都圏,Suica,1.首都圏,東京地下鉄,有楽町線,豊洲,東京都,江東区,15,1.首都圏,東京地下鉄,南北線,本駒込,東京都,文京区,35,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,東西線,高田馬場,東京都,新宿区,12,1.首都圏,東京地下鉄,銀座線,虎ノ門,東京都,港区,50,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,有楽町線,辰巳,東京都,江東区,16,1.首都圏,東京地下鉄,有楽町線,永田町,東京都,千代田区,25,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,日比谷線,茅場町,東京都,中央区,10,1.首都圏,東京地下鉄,千代田線,赤坂,東京都,港区,25,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,日比谷線,秋葉原,東京都,千代田区,17,1.首都圏,東京地下鉄,銀座線,青山一丁目,東京都,港区,30,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,千代田線,赤坂,東京都,港区,15,1.首都圏,東京地下鉄,日比谷線,北千住,東京都,足立区,35,4
1.首都圏,Suica,1.首都圏,東京地下鉄,銀座線,赤坂見附,東京都,港区,17,1.首都圏,東京地下鉄,丸ノ内線（２）,方南町,東京都,杉並区,30,2
1.首都圏,pasmo,1.首都圏,東京地下鉄,南北線,六本木一丁目,東京都,港区,21,1.首都圏,東京地下鉄,有楽町線,護国寺,東京都,文京区,25,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,丸ノ内線（１）,新宿三丁目,東京都,新宿区,23,1.首都圏,東京地下鉄,銀座線,渋谷,東京都,渋谷区,0,2
1.首都圏,pasmo,1.首都圏,東京地下鉄,銀座線,外苑前,東京都,港区,10,1.首都圏,東京地下鉄,銀座線,銀座,東京都,中央区,0,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,千代田線,明治神宮前,東京都,渋谷区,19,1.首都圏,東京地下鉄,日比谷線,虎ノ門ヒルズ,東京都,港区,45,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,銀座線,銀座,東京都,中央区,14,1.首都圏,東京地下鉄,丸ノ内線（１）,新宿三丁目,東京都,新宿区,30,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,丸ノ内線（１）,新宿,東京都,新宿区,15,1.首都圏,東京地下鉄,銀座線,京橋,東京都,中央区,30,2
1.首都圏,pasmo,1.首都圏,東京地下鉄,銀座線,田原町,東京都,台東区,12,1.首都圏,東京地下鉄,東西線,飯田橋,東京都,千代田区,30,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,東西線,飯田橋,東京都,千代田区,14,1.首都圏,東京地下鉄,半蔵門線,清澄白河,東京都,江東区,25,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,丸ノ内線（１）,淡路町,東京都,千代田区,13,1.首都圏,東京地下鉄,日比谷線,日比谷,東京都,千代田区,30,1
1.首都圏,ICOCA,1.首都圏,東京地下鉄,丸ノ内線（１）,新高円寺,東京都,杉並区,19,1.首都圏,東京地下鉄,有楽町線,江戸川橋,東京都,文京区,45,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,丸ノ内線（１）,茗荷谷,東京都,文京区,14,1.首都圏,東京地下鉄,丸ノ内線（１）,淡路町,東京都,千代田区,0,3
1.首都圏,pitapa,1.首都圏,東京地下鉄,半蔵門線,水天宮前,東京都,中央区,19,1.首都圏,東京地下鉄,半蔵門線,錦糸町,東京都,墨田区,15,1
1.首都圏,Suica,1.首都圏,東京地下鉄,東西線,西船橋,千葉県,船橋市,6,1.首都圏,東京地下鉄,銀座線,日本橋,東京都,中央区,45,7
1.首都圏,Suica,1.首都圏,東京地下鉄,副都心線,雑司が谷,東京都,豊島区,11,1.首都圏,東京地下鉄,丸ノ内線（１）,大手町,東京都,千代田区,30,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,丸ノ内線（１）,四谷三丁目,東京都,新宿区,20,1.首都圏,東京地下鉄,丸ノ内線（１）,荻窪,東京都,杉並区,25,3
1.首都圏,pasmo,1.首都圏,東京地下鉄,丸ノ内線（１）,四ツ谷,東京都,新宿区,21,1.首都圏,東京地下鉄,丸ノ内線（１）,新宿三丁目,東京都,新宿区,30,2
1.首都圏,モノレールSuica,1.首都圏,東京地下鉄,有楽町線,月島,東京都,中央区,9,1.首都圏,東京地下鉄,東西線,九段下,東京都,千代田区,30,1
1.首都圏,Suica,1.首都圏,東京地下鉄,銀座線,神田,東京都,千代田区,19,1.首都圏,東京地下鉄,銀座線,三越前,東京都,中央区,5,13
1.首都圏,pasmo,1.首都圏,東京地下鉄,副都心線,北参道,東京都,渋谷区,17,1.首都圏,東京地下鉄,副都心線,西早稲田,東京都,新宿区,20,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,丸ノ内線（１）,大手町,東京都,千代田区,15,1.首都圏,東京地下鉄,銀座線,青山一丁目,東京都,港区,15,1
1.首都圏,Suica,1.首都圏,東京地下鉄,副都心線,雑司が谷,東京都,豊島区,18,1.首都圏,東京地下鉄,丸ノ内線（１）,池袋,東京都,豊島区,5,2
1.首都圏,pasmo,1.首都圏,東京地下鉄,有楽町線,氷川台,東京都,練馬区,8,1.首都圏,東京地下鉄,有楽町線,地下鉄赤塚,東京都,練馬区,0,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,東西線,竹橋,東京都,千代田区,21,1.首都圏,東京地下鉄,東西線,西船橋,千葉県,船橋市,45,1
1.首都圏,Suica,1.首都圏,東京地下鉄,有楽町線,氷川台,東京都,練馬区,6,1.首都圏,東京地下鉄,銀座線,溜池山王,東京都,千代田区,40,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,銀座線,銀座,東京都,中央区,14,1.首都圏,東京地下鉄,千代田線,代々木公園,東京都,渋谷区,25,2
1.首都圏,Suica,1.首都圏,東京地下鉄,銀座線,表参道,東京都,港区,17,1.首都圏,東京地下鉄,千代田線,明治神宮前,東京都,渋谷区,0,4
1.首都圏,Suica,1.首都圏,東京地下鉄,半蔵門線,水天宮前,東京都,中央区,18,1.首都圏,東京地下鉄,東西線,神楽坂,東京都,新宿区,20,1
1.首都圏,Suica,1.首都圏,東京地下鉄,丸ノ内線（１）,池袋,東京都,豊島区,20,1.首都圏,東京地下鉄,有楽町線,市ケ谷,東京都,新宿区,15,2
1.首都圏,Suica,1.首都圏,東京地下鉄,丸ノ内線（１）,新中野,東京都,中野区,13,1.首都圏,東京地下鉄,半蔵門線,半蔵門,東京都,千代田区,30,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,東西線,東陽町,東京都,江東区,18,1.首都圏,東京地下鉄,銀座線,日本橋,東京都,中央区,0,7
1.首都圏,pasmo,1.首都圏,東京地下鉄,日比谷線,人形町,東京都,中央区,8,1.首都圏,東京地下鉄,日比谷線,秋葉原,東京都,千代田区,0,3
1.首都圏,pasmo,1.首都圏,東京地下鉄,丸ノ内線（１）,新中野,東京都,中野区,13,1.首都圏,東京地下鉄,丸ノ内線（１）,新宿三丁目,東京都,新宿区,10,2
1.首都圏,pasmo,1.首都圏,東京地下鉄,東西線,竹橋,東京都,千代田区,19,1.首都圏,東京地下鉄,東西線,行徳,千葉県,市川市,30,1
1.首都圏,pasmo,1.首都圏,東京地下鉄,銀座線,虎ノ門,東京都,港区,19,1.首都圏,東京地下鉄,銀座線,三越前,東京都,中央区,0,1
1.首都圏,Suica,1.首都圏,東京地下鉄,日比谷線,仲御徒町,東京都,台東区,18,1.首都圏,東京地下鉄,千代田線,赤坂,東京都,港区,30,1
